"Filename","Spell","Level","School","Prompt"
"Circle of Death.png","Circle of Death","6","Necromancy","A sphere of negative energy. Rendered in cold green-black necrotic energy. Suggest a sphere of effect. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Sunbeam.png","Sunbeam","6","Evocation","A beam of brilliant light. Rendered in warm golden radiance. Suggest a line of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Blade Barrier.png","Blade Barrier","6","Evocation","A wall of whirling blades. Suggest a line of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Harm.png","Harm","6","Necromancy","A vile disease wracks the target. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Heal.png","Heal","6","Abjuration","A flood of positive energy. Rendered in soft green-white healing light. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Flesh to Stone.png","Flesh to Stone","6","Transmutation","Turns a creature to stone. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Eyebite.png","Eyebite","6","Necromancy","Your gaze sickens, panics or sleeps a creature. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Mass Suggestion.png","Mass Suggestion","6","Enchantment","A suggestion many creatures find reasonable. Rendered in violet psychic energy. Suggest a sphere of effect. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"True Seeing.png","True Seeing","6","Divination","See through every illusion. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Globe of Invulnerability.png","Globe of Invulnerability","6","Abjuration","A globe that stops lesser spells. Not yet modelled. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Delayed Blast Fireball.png","Delayed Blast Fireball","7","Evocation","A fireball that waits before it blooms. Rendered in orange and gold flame. Suggest a sphere of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Finger of Death.png","Finger of Death","7","Necromancy","Negative energy tears at the target. Rendered in cold green-black necrotic energy. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Fire Storm.png","Fire Storm","7","Evocation","Roaring flame fills the area. Rendered in orange and gold flame. Suggest a sphere of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Prismatic Spray.png","Prismatic Spray","7","Evocation","Rays of every colour in a cone. Suggest a cone of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Mordenkainen's Sword.png","Mordenkainen's Sword","7","Evocation","A blade of force fights at your command. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Regenerate.png","Regenerate","7","Transmutation","Wounds close as you watch. Rendered in soft green-white healing light. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Forcecage.png","Forcecage","7","Evocation","An inescapable cage of force. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Resurrection.png","Resurrection","7","Necromancy","Restores a long-dead creature to life. Rendered in soft green-white healing light. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Plane Shift.png","Plane Shift","7","Conjuration","Travel to another plane. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Teleport.png","Teleport","7","Conjuration","Instant travel across the world. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Etherealness.png","Etherealness","7","Transmutation","Step onto the Ethereal Plane. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Reverse Gravity.png","Reverse Gravity","7","Transmutation","Gravity fails in the area. Not yet modelled. Suggest a sphere of effect. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Sunburst.png","Sunburst","8","Evocation","A blaze of sunlight erupts. Rendered in warm golden radiance. Suggest a sphere of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Incendiary Cloud.png","Incendiary Cloud","8","Conjuration","A billowing cloud of embers. Suggest a sphere of effect. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Earthquake.png","Earthquake","8","Evocation","The ground itself convulses. Suggest a sphere of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Power Word Stun.png","Power Word Stun","8","Enchantment","A word that stuns anything not already strong. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Feeblemind.png","Feeblemind","8","Enchantment","Shatters a creature's intellect. Rendered in violet psychic energy. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Dominate Monster.png","Dominate Monster","8","Enchantment","Seizes control of any creature. Rendered in violet psychic energy. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Maze.png","Maze","8","Conjuration","Banishes a creature into a labyrinth. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Holy Aura.png","Holy Aura","8","Abjuration","Divine light shields your allies. Not yet modelled. Rendered in warm golden radiance. Suggest a sphere of effect. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Antimagic Field.png","Antimagic Field","8","Abjuration","Magic simply stops working nearby. Not yet modelled. Suggest a sphere of effect. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Mind Blank.png","Mind Blank","8","Abjuration","Immunity to divination and mind control. Not yet modelled. Rendered in violet psychic energy. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Clone.png","Clone","8","Necromancy","Grows a spare body. Not yet modelled. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Meteor Swarm.png","Meteor Swarm","9","Evocation","Blazing spheres of rock plummet from the sky. Rendered in orange and gold flame. Suggest a sphere of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Power Word Kill.png","Power Word Kill","9","Enchantment","A word that simply ends a wounded creature. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Mass Heal.png","Mass Heal","9","Abjuration","A tide of healing energy. Rendered in soft green-white healing light. Suggest a sphere of effect. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Power Word Heal.png","Power Word Heal","9","Abjuration","A word that makes a creature whole. Rendered in soft green-white healing light. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Weird.png","Weird","9","Illusion","Everyone sees their own nightmare. Suggest a sphere of effect. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Imprisonment.png","Imprisonment","9","Abjuration","Binds a creature for a very long time. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Time Stop.png","Time Stop","9","Transmutation","Time halts for everyone but you. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Wish.png","Wish","9","Conjuration","The mightiest spell mortals can cast. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Foresight.png","Foresight","9","Divination","You cannot be surprised, and see moments ahead. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"True Resurrection.png","True Resurrection","9","Necromancy","Restores any dead creature to life. Rendered in soft green-white healing light. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Shapechange.png","Shapechange","9","Transmutation","Become any creature you have seen. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Storm of Vengeance.png","Storm of Vengeance","9","Conjuration","A storm of crushing scale. Rendered in white-blue lightning. Suggest a sphere of effect. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Gate.png","Gate","9","Conjuration","A portal between planes. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Thaumaturgy.png","Thaumaturgy","0","Transmutation","Manifest a minor wonder. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Shillelagh.png","Shillelagh","0","Transmutation","Imbue a wooden weapon with nature's power. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Alarm.png","Alarm","1","Abjuration","Set an alarm against unwanted intrusion. Not yet modelled. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Animal Friendship.png","Animal Friendship","1","Enchantment","Convinces a beast that you mean it no harm. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Armor of Agathys.png","Armor of Agathys","1","Abjuration","A protective magical force of frost. Rendered in soft green-white healing light. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Arms of Hadar.png","Arms of Hadar","1","Conjuration","Tendrils of dark energy erupt from you. Suggest a sphere of effect. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Color Spray.png","Color Spray","1","Illusion","A dazzling array of flashing, colored light. Suggest a cone of effect. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Command.png","Command","1","Enchantment","Speak a one-word command to a creature. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Comprehend Languages.png","Comprehend Languages","1","Divination","Understand spoken and written languages. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Create or Destroy Water.png","Create or Destroy Water","1","Transmutation","Create or destroy water. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Detect Evil and Good.png","Detect Evil and Good","1","Divination","Detect celestial, fiend, or undead. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Disguise Self.png","Disguise Self","1","Illusion","Make yourself look different. Not yet modelled. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Divine Favor.png","Divine Favor","1","Evocation","Weapon attacks deal extra radiant damage. Not yet modelled. Rendered in warm golden radiance. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Entangle.png","Entangle","1","Conjuration","Grasping weeds and vines sprout from the ground. Suggest a cube of effect. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Feather Fall.png","Feather Fall","1","Transmutation","Slows descent. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Find Familiar.png","Find Familiar","1","Conjuration","Gain the service of a familiar. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Fog Cloud.png","Fog Cloud","1","Conjuration","A sphere of thick fog obscures vision. Suggest a sphere of effect. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Goodberry.png","Goodberry","1","Transmutation","Berries that heal when eaten. Not yet modelled. Rendered in soft green-white healing light. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Grease.png","Grease","1","Conjuration","Slick grease covers the ground. Suggest a cube of effect. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Hex.png","Hex","1","Enchantment","Extra necrotic damage when you hit the target. Not yet modelled. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Jump.png","Jump","1","Transmutation","Jump distance is tripled. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Longstrider.png","Longstrider","1","Transmutation","Increases movement speed. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Ray of Sickness.png","Ray of Sickness","1","Necromancy","A ray of sickening energy. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Sanctuary.png","Sanctuary","1","Abjuration","Wards a creature against attack. Not yet modelled. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Silent Image.png","Silent Image","1","Illusion","Create an image of an object, a creature, or some other visible phenomenon. Not yet modelled. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Alter Self.png","Alter Self","2","Transmutation","Assume a different form. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Augury.png","Augury","2","Divination","Receive an omen. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Blur.png","Blur","2","Illusion","Attackers have disadvantage against you. Not yet modelled. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Calm Emotions.png","Calm Emotions","2","Enchantment","Suppress strong emotions. Suggest a sphere of effect. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Continual Flame.png","Continual Flame","2","Evocation","A flame, equivalent in brightness to a torch, that produces no heat. Rendered in orange and gold flame. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Enlarge-Reduce.png","Enlarge/Reduce","2","Transmutation","Change a creature's size. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Find Steed.png","Find Steed","2","Conjuration","Summon a spirit that assumes the form of an unusually intelligent steed. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Gentle Repose.png","Gentle Repose","2","Necromancy","Protect a corpse from decay and becoming undead. Not yet modelled. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Gust of Wind.png","Gust of Wind","2","Evocation","A line of strong wind pushes creatures. Suggest a line of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Locate Object.png","Locate Object","2","Divination","Sense the direction of an object. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Magic Mouth.png","Magic Mouth","2","Illusion","Implant a message in an object. Not yet modelled. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Phantasmal Force.png","Phantasmal Force","2","Illusion","Craft an illusion that takes root in a creature's mind. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Protection from Poison.png","Protection from Poison","2","Abjuration","Neutralize poison and grant resistance. Rendered in sickly green corrosion. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Rope Trick.png","Rope Trick","2","Transmutation","An extradimensional space at the end of a rope. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Warding Bond.png","Warding Bond","2","Abjuration","Ward a creature, granting AC and resistance. Not yet modelled. Rendered in translucent blue protective light. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Zone of Truth.png","Zone of Truth","2","Enchantment","Creatures cannot speak a deliberate lie. Not yet modelled. Suggest a sphere of effect. An influence over another's will. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Aura of Vitality.png","Aura of Vitality","3","Evocation","Healing energy radiates from you. Not yet modelled. Rendered in soft green-white healing light. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Clairvoyance.png","Clairvoyance","3","Divination","Create an invisible sensor to see or hear. Not yet modelled. An eye, a sigil, or revealed knowledge. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Conjure Animals.png","Conjure Animals","3","Conjuration","Summon fey spirits in the form of beasts. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Create Food and Water.png","Create Food and Water","3","Conjuration","Create food and water. Not yet modelled. Something summoned into being. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Gaseous Form.png","Gaseous Form","3","Transmutation","Transform into a misty cloud. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Glyph of Warding.png","Glyph of Warding","3","Abjuration","Inscribe a rune that harms intruders. Suggest a sphere of effect. A protective ward or barrier. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Leomund's Tiny Hut.png","Leomund's Tiny Hut","3","Evocation","Create an immobile dome of force. Not yet modelled. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Major Image.png","Major Image","3","Illusion","Create a complex illusion. Not yet modelled. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Meld into Stone.png","Meld into Stone","3","Transmutation","Step into a stone object. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Phantom Steed.png","Phantom Steed","3","Illusion","Summon a quasi-real, horselike creature. Not yet modelled. Something half-real and shifting. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Sending.png","Sending","3","Evocation","Send a short message to a creature. Not yet modelled. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Speak with Dead.png","Speak with Dead","3","Necromancy","Ask questions of a corpse. Not yet modelled. Grim, touching on death. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Speak with Plants.png","Speak with Plants","3","Transmutation","Communicate with plants. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Water Walk.png","Water Walk","3","Transmutation","Walk on liquid as if it were solid ground. Not yet modelled. Matter or form being changed. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
"Wind Wall.png","Wind Wall","3","Evocation","A wall of strong wind. Suggest a line of effect. Raw destructive energy. Fantasy game spell icon, single centred subject glowing against a near-black background, painted digital art with strong rim light, no text, no border, no frame, square composition."
